"txn_fee";"txn_conv_fee";"input_asset_types";"output_asset_types";"block_height";"transaction_id"
0.0002243;6.4822817625;{'XUSD'};{'XUSD', 'XBTC'};1455150;a5a75f786cf04570b0c106a4a840acfc1161606e8a70192dfe3a60ff328243db
0.00017339;13.123711337004;{'XUSD'};{'XUSD', 'XBTC'};1455326;25a2834ea0fee8c698e7120f3b7c045c1130462d66b9e46bbbff4bdc3f3d4c54
0.0002243;13.488094022951;{'XBTC'};{'XUSD', 'XBTC'};1455326;af6a865e8b32cc7e6b80599462614c4e012ec7a5f19920ab9e4975668d789ba7
0.00022511;12.755399542846;{'XBTC'};{'XUSD', 'XBTC'};1455416;cd4446c80de65b16aaafe51388a1bcc9cc40dea4e29088b04cd9ced03301ec85
0.00017383;3.630081175875;{'XBTC'};{'XUSD', 'XBTC'};1455450;dfe6440aab8dbc519e5a080a9980d908b5d2e187f4100fecdec84a59d4aecd56
0.00017368;13.326067995585;{'XUSD'};{'XUSD', 'XBTC'};1455651;1a5f4faa500874608c70857a56b450a226aeef12f8c282e96b82beaa6a9a08e3
0.00017134;159.43312656;{'XUSD'};{'XUSD', 'XBTC'};1455886;76e7b3eed7a5e882cb18c843fc40be579a68f2d2aecb118f2ceb04337bf47c79
0.00017155;0.132247000949;{'XEUR'};{'XEUR', 'XUSD'};1456591;066d9f5733c25320f97983b36f771ae2590a155603f8465f0d066d2439149d7b
0.00032055;49.109965138143;{'XUSD'};{'XUSD', 'XBTC'};1457277;e083062057c5d612482e4354f14c5f474c8c2edc0b912d2dcb93e1fa27f8ba29
0.00022214;12.112941020167;{'XBTC'};{'XUSD', 'XBTC'};1457558;5dd8b3134bae9da005d5de71cb7c44175d9a2f08059bdba29af3e762d9af6b85
0.00017119;9.885236587957;{'XUSD'};{'XUSD', 'XBTC'};1457621;5dce1052b23afd001df82054392c30ce63da4bd9eb94f2c7eb693a633d15562f
0.00022192;37.0856412855;{'XAG'};{'XUSD', 'XAG'};1457716;9bd6c009e2ce8fab2faa6a69476a14d571ebe879a1be69b7c9cb6182ee5de851
0.00022156;12.179536522519;{'XBTC'};{'XUSD', 'XBTC'};1458323;18cd6bdc269134ca316f7ad62563b1be611b9a7efa75cb76835cad94dafa3d21
0.00017119;10.984081160619;{'XUSD'};{'XUSD', 'XAU'};1458400;236766e9e141ac4f6e8dfd3932ab44d36cae7c32881aca3a54b81192cf3a259a
0.00017126;10.795131370926;{'XUSD'};{'XUSD', 'XAG'};1458400;ba1c7d086d8a9ba29fd44270fdaf5afe26240be2032dc66dd2e9bdcddfa85137
0.00022192;17.385174905645;{'XBTC'};{'XUSD', 'XBTC'};1459233;234983362f72ee289aebc062f7d57af847fc3ff2302dcc263ff491e419e70839
0.00017141;51.203560125;{'XUSD'};{'XUSD', 'XBTC'};1460252;185cc3d594378831d82d0953199fc893f8bfbfbd7135b030748ed3f580ecaabd
0.00022134;10.64360568249;{'XUSD'};{'XUSD', 'XBTC'};1460393;a46821ad2de46838936f704d39da5c7b8cc632db8451b3c6c436f38f16495c9d
0.000222;19.438298349;{'XAG'};{'XUSD', 'XAG'};1461574;a7b7b916f0fac7a80838df4db0552169e5fa74f69beefa7f96e5448bbcfc82a9
0.00017104;9.050923158651;{'XUSD'};{'XUSD', 'XAU'};1461796;a6d10443ca9c405ce49c9ad3b2453c4d72e36c21b8c6b7d0115cca0dd63a3de7
0.00017126;8.936569376763;{'XUSD'};{'XUSD', 'XAG'};1461796;7866257bca504354d61c4bb11f84c0e426ab5f659d67969985a1d8adf0c214d4
0.00017119;11.805988575657;{'XBTC'};{'XUSD', 'XBTC'};1461872;4779795f5b406884fb6102b0d7534cbff33fac3de091ceed5d6cfcc21814be7f
0.00022141;8.806965759468;{'XUSD'};{'XUSD', 'XBTC'};1461913;76c14684fe378a0a7d2340d7ed7574c7474da04dfa2a5a499d58e4a1a3488e32
0.00017141;349.0015236;{'XUSD'};{'XUSD', 'XBTC'};1461995;4a7c726ebdce734cc0e9751ef0e4a092de5fa8c9a7e08fb7745d27eeee39f23c
0.00017112;43.195576425;{'XUSD'};{'XUSD', 'XBTC'};1462145;69625e4560427eb5e30cfeb483d1899d0986a5d025c76dfedd113b6bb737bfdd
0.00017177;318.227105720533;{'XBTC'};{'XUSD', 'XBTC'};1462410;e0dad64eb4d7e932272a34df941d11211c385618aeffd3d67154a59370025c00
0.00022214;98.3347393875;{'XAG'};{'XUSD', 'XAG'};1462566;4ce94bf779d2497eec0f4dff68aeecc36b70a403bc991d70ff9796b9a85bddb6
0.00017148;9.933894924284;{'XAU'};{'XUSD', 'XAU'};1462566;7a01f2cc0115982738d952ccc4b7fe5d759b963e25b3fd9f7cff188b5a2197f5
0.00017163;9.636804459975;{'XAG'};{'XUSD', 'XAG'};1462567;818aabbf6e06df01544aac540b71abec6602b3b295bba0c7872862a604496812
0.00022192;19.626276489;{'XAG'};{'XUSD', 'XAG'};1462675;8c678834d315f73078a6b8ebd918e12fb0f5ce6cf6b21b1c3ac481f35837369e
0.00021852;474.9841665;{'XUSD'};{'XUSD', 'XBTC'};1463195;175cb2a29984415392f5c0e2162b073f865867656066618eef756605237d94c2
0.00016841;9.68789808675;{'XUSD'};{'XUSD', 'XAU'};1463235;f91e2c8dbb68bac029dc0efc4806a8975364b5f16653b577138de6e7d59a0c7f
0.00016906;9.558917195062;{'XUSD'};{'XUSD', 'XAG'};1463235;61afcad10df1e88400f55947a67cd2f6be8c33c70bf169647f280d9aefe57bd6
0.0001687;9.784090903807;{'XUSD'};{'XUSD', 'XAU'};1463392;f10f5d10b72b0dbc172e434763c2ad7b82221fa39823b4fef251d0419005b90f
0.00021824;9.764150940652;{'XUSD'};{'XUSD', 'XAG'};1463401;20c1c76cbf5ce749b23296716d5512ab75b3b428d70c416fd33fd9fa2ae70f63
0.00021903;55.84915174125;{'XAG'};{'XUSD', 'XAG'};1463456;3c8fe935beceaaaf5b4107cbcc15a2ae5cd1e93741daf2c00babe3d0fbedcc81
0.00021917;57.0860792625;{'XAG'};{'XUSD', 'XAG'};1463567;2a6e2b0153f915cfc7e0321d4c9dcea11b24f71b1a9b0a51298efd7b5bc47768
0.00016892;52.742616;{'XUSD'};{'XUSD', 'XBTC'};1463858;25dd1ee5086d678923b402e657edbc46b8104b0dbb9c8f24824e70e4bc5b4893
0.00016913;3.597553663508;{'XBTC'};{'XUSD', 'XBTC'};1464184;24905e5ea334b68005a956a0e14b4e8499b69455331cf4ea552ba7717134c126
0.00016899;46.5477114;{'XUSD'};{'XUSD', 'XBTC'};1464539;ade7c9157d9e0e041c3c580ae7c0c2f7b855bc735558ab755c7ef1b467a1a274
0.00021816;116.82242985;{'XUSD'};{'XUSD', 'XBTC'};1464684;ec214b590b680de6e3e2e86fa85c1d8873036572e2f327a9e59355f4c71df504
0.00026669;180;{'XUSD'};{'XUSD', 'XBTC'};1465039;d0734695e7a6f3cddab5ca843bfa327d51374f43f9fd48fbe3d725358d2cb972
0.0002191;489.16403905473;{'XBTC'};{'XUSD', 'XBTC'};1465191;b6ad7b57696c03f1428cf0a35c8fd8148f9a39f93dac9b2fee1115ff9e9e5782
0.00021888;265.27889607;{'XAG'};{'XUSD', 'XAG'};1465205;c54b1c5f23fc2d7b2f968e6c1acc0b913ee47188045b2574aae825500f75d77a
0.00021888;66.31916733375;{'XAG'};{'XUSD', 'XAG'};1465228;cfebefaf5e6acab50f54ee6d0f7b79f03174caab4acca20bd87ab0077c9dc2bd
0.0002186;11.462518870369;{'XBTC'};{'XUSD', 'XBTC'};1465254;83bc9a448fd87c64f4d554f0d71a3e0b9eb19047de83b2dadab103e8d5dccf52
0.00016942;412.45518062223;{'XBTC'};{'XUSD', 'XBTC'};1465591;97a8c490ede7e0bbd135fab5aa728aaa97d413cc8e7d83916acfd8e93ad0d211
0.0001692;39.444554341683;{'XBTC'};{'XUSD', 'XBTC'};1466249;39101e78cf1c6e009eba13d32241bf61b6c8d4d9388e088942d4bf2c4f7c2b05
0.0001692;32.636087756074;{'XBTC'};{'XUSD', 'XBTC'};1466377;f3c6d831d9100d77a59a5499330de3d19f407e75e3ef4c9d94a2a21045b700d7
0.00016856;12.504999994998;{'XUSD'};{'XUSD', 'XAG'};1466511;1c72733e68a169a156a02f49c9fccd086a95e9dbc21050fd1efdda662050b846
0.00016892;12.626164255575;{'XUSD'};{'XUSD', 'XAU'};1466843;7932e00f97b0aee2545c6c58464328dae0ca877371bb49ce0d367d60f99529d2
0.00021881;26.663207655943;{'XBTC'};{'XUSD', 'XBTC'};1466881;37eb9f5be3c7c1c2712394679330c9db11d1f58415b2f2c7a64dfacd15b98d92
0.00026892;26.438094836782;{'XAG'};{'XUSD', 'XAG'};1466886;719a38f49ca7b1b7ff14b000dd66fbc3417cdcff175a26d417529fdf992b580a
0.00026864;26.555955632193;{'XAU'};{'XUSD', 'XAU'};1466891;efba451a43e3bb8a7756b9a4a94cbae37987bcd46cc3adaaa8c8e8024acdebf2
0.00021881;0.001758743565;{'XCNY'};{'XUSD', 'XCNY'};1467103;c0b02566035c04a1bedd874f9396f81f1eac1167d59409925c17e8a25f5a6330
0.00021932;0.001758743565;{'XCNY'};{'XUSD', 'XCNY'};1467103;0d2f8d66840161964acdbe2b6571ef45a50a4125f285908270aacf016ab2ac18
0.00016942;2185.38101510946;{'XBTC'};{'XUSD', 'XBTC'};1467115;65b756a1de500e4e0fd42387d723aac9b01a5f28a4cb4e495628e043a03cad00
0.00016899;368.08442973414;{'XBTC'};{'XUSD', 'XBTC'};1467749;0fc6e1ff04407cb3a491d223f8d6341afa4df273e884e5e84161e8903fbac4a9
0.0003662;2964.012993896203;{'XUSD'};{'XUSD', 'XBTC'};1467860;d65ca6f4703acbe8bc7af05d830bb478605e953e6f07151930e9f8e01b7981e7
0.00016942;225.433565104086;{'XBTC'};{'XUSD', 'XBTC'};1468023;9e3b94216252b38703d99d73c982d6f5052ad291f23c153d7279b9139fea35b6
0.00021903;67.558551589754;{'XBTC'};{'XUSD', 'XBTC'};1468037;a5b855145553e14f7848cae985916f92dfed11bcbd6fab9bffca177cb8d66e03
0.0002186;15.050902151074;{'XBTC'};{'XUSD', 'XBTC'};1468049;667191acd2d4f4d02a6ee88cd92a171e6f17fec4c5562e19097c084213d5d544
0.00016956;218.707277744363;{'XBTC'};{'XUSD', 'XBTC'};1468142;6ff77a7a482be38bc57d2a70689817261f228eab018c76a61607b2565dc58034
0.00016935;622.10709825;{'XUSD'};{'XUSD', 'XBTC'};1468245;43862215fb9399a9a65e338be69fa6adc2d05afcc867b80afba4074c66ab9d2d
0.00021852;0.003452498834;{'XCNY'};{'XUSD', 'XCNY'};1468343;193eea72525e0452c5d4204306ab3a5f385a3388d926eff69ae3823714aa3af4
0.00021852;2.248468955205;{'XBTC'};{'XUSD', 'XBTC'};1468413;b4fa7ace378c8967a4e102a91a1dc2f69c752c390395d8614344f90c1c7291c6
0.00021867;35.424462525941;{'XBTC'};{'XUSD', 'XBTC'};1468795;193d9ffaa0590ff504d598b1df60ecda211dcada862729c4eb2274f056ebc1c7
0.00016899;1.402949010928;{'XBTC'};{'XUSD', 'XBTC'};1468795;a1ad45a03cea934264dbb694a7097d7e538b4749241cb1b1fcbbf81f8f785a5d
0.00021874;13.483731877489;{'XBTC'};{'XUSD', 'XBTC'};1469184;b030b97a07c690ef49f97ffeaa6761c296eab9510a19d684229b8122f4882fcd
0.00016935;1835.97980871837;{'XBTC'};{'XUSD', 'XBTC'};1469200;0efe0733f18f66567ce06f6bc706ac0142b99c70aa8ebb5eea6419a5add4cafd
0.00016906;12.295173585495;{'XBTC'};{'XUSD', 'XBTC'};1469259;d395632934dffe3e51b09fb4f5b21917c2836560e6f33c96ee58298a15a394ee
0.00016671;3049.74941938634;{'XBTC'};{'XUSD', 'XBTC'};1470527;775bc784ad74575a5175ad5e8ce115d41d7d3a850d75f00153e11fbe9641c24c
0.00016671;19141.213193530155;{'XBTC'};{'XUSD', 'XBTC'};1470676;3db916e980ac7576dba6bd9c24c687d05651486c176d54b685dd9f382c010439
0.00021556;962.126820648;{'XUSD'};{'XUSD', 'XBTC'};1471048;c789eab9c61577e272a3ae0df715359c65f530bf0431a22beb84654c0927043d
0.00016685;606.796116;{'XUSD'};{'XUSD', 'XBTC'};1471151;9645c82199ee4e1fb71174772658e99dc2f4a8cbfce4650469518ffdf29e57dd
0.00021542;129.594660086352;{'XUSD'};{'XUSD', 'XBTC'};1471151;a7e35d05b8872fa5918d8b26a9a5f999634bd5ab6f18213f95e4021734c9fe04
0.00021563;412.729752895777;{'XBTC'};{'XUSD', 'XBTC'};1471161;8005a95c0b0e979b6f7dcd60f9d677899db6c27f5697b8b4b5ebda5d7807234b
0.0002162;1028.482514121187;{'XBTC'};{'XUSD', 'XBTC'};1471260;309434984d004f50cd0c48f5265c13f1ca7f17ee198b70e58a460abddaeb890b
0.00021648;3347.692323375299;{'XBTC'};{'XUSD', 'XBTC'};1471287;b3d58588f11f39890100a8f7071b50fea0be16e1f273445f3e515f8a0eabc0f5
0.0002157;78.499063327719;{'XBTC'};{'XUSD', 'XBTC'};1471416;32fda7410715df6dc5ee249e48b75527986a2849237d62dc92c5ac0e832d72af
0.00021542;131.777765085;{'XAG'};{'XUSD', 'XAG'};1471641;467bf7807881e56c289c18820235e2e9b28879204c7807c9929cab26af640ad6
0.00016707;66.07836888;{'XAG'};{'XUSD', 'XAG'};1471644;649bfa19e5e34da066510ee5bab2661cab3b800bcc3745af2e9c197b09ea21f9
0.00021528;2049.1489725;{'XUSD'};{'XUSD', 'XBTC'};1471738;4def0de79ce5174910d28a5f4c6cf55c6e7e0e9d01c15a018cfc9d0cd2243a94
0.00031162;477.6847065;{'XUSD'};{'XUSD', 'XAU'};1471749;99d4300a2df90e0aac40c42d3691801a59c089ec920c09a7b1a7f3444b445688
0.00016671;57.507953212392;{'XBTC'};{'XUSD', 'XBTC'};1471934;d2a93ef0c032570ad1a258417c7031faabf3c7177ad82b1191291159ed323c7c
0.00016707;380.604793054544;{'XBTC'};{'XUSD', 'XBTC'};1472010;6cb41da187aa646bf37bd000b01c8bfb4d7ec4742902545137210ed199e4300a
0.00021584;251.625136447717;{'XBTC'};{'XUSD', 'XBTC'};1472068;471f4d40c34b5c1925676f9be6b91a72008c44c409afb4de0aa9a1793ee32522
0.00021563;5.376770489937;{'XBTC'};{'XUSD', 'XBTC'};1472118;ea2de00f49b13be594379d24c39003f90cf2860defdd4d4319c97a3ed8a29adb
0.00021549;3.087274979074;{'XBTC'};{'XUSD', 'XBTC'};1472623;155ff4fdee49add478b08c02129fb605fe0ef7b0055a29f347ee946bcbec5e01
0.00021549;2.026477973794;{'XAU'};{'XUSD', 'XAU'};1472625;d9b8f710c82cc02746cb03f805c2a84d9d3801b5ad123f2baab54958ae1369e0
0.00016671;0.002821938921;{'XAG'};{'XUSD', 'XAG'};1472625;61b254243aa618f18ca66d8ff221ba22ed6430b311928270b476ca4fab959ca6
0.00021542;5.337142513958;{'XBTC'};{'XUSD', 'XBTC'};1472886;0ccfc012184489f3d1e3933207c0ba23fb56cc768d269cedf478380ac2c66645
0.00021584;5.2243930086;{'XBTC'};{'XUSD', 'XBTC'};1474627;581d61876e88372ad2876291243fbcd4d50fcfd37db2023c8933fab1c69f6c82
0.00016693;25.0085983515;{'XAG'};{'XUSD', 'XAG'};1475438;e50ed44cd437d883ab43a989602d2e6c137603b0f4f6e887d64813bfc5901bc8
0.00016714;119.7995751225;{'XAG'};{'XUSD', 'XAG'};1475917;621728011985b129603c58f6fd02ebeeff55d8d8a99296d024b005ce05f9acbd
0.00021542;298.08374694;{'XUSD'};{'XUSD', 'XBTC'};1476079;3e8c3d4a45ab65aa090908d66f28803742e3b5fa33e3d5a46750923ccd2dea08
0.00021613;210.12823844835;{'XAU'};{'XUSD', 'XAU'};1476228;e4d315b6b22b7f7103b904b16d5dafe462698fb558fb2ceaa27e7ab417c05bde
0.00021563;12.974034138761;{'XBTC'};{'XUSD', 'XBTC'};1476828;a64484bb627cfb1953e86d74c9a4b2519c342a3d3800c325c4ecda8ebdeceec9
0.00016678;11.866055960319;{'XBTC'};{'XUSD', 'XBTC'};1476829;e136f3036b59a50f14b4fdf2329436b47120637f6abed1ef0f57dcef9b24c9dc
0.00021492;109.56902835;{'XUSD'};{'XUSD', 'XBTC'};1477031;37f6fd16a28a2d1ae7787c9ef69ca2bf977572d3df1feae18fa8724eb83d6757
0.00016707;25.3824950145;{'XAG'};{'XUSD', 'XAG'};1477110;2f37f855fb284a5f73c1998d6466fb4e352f32c0f505fad68f22d5c826d9d73b
0.00021464;56.108447443585;{'XUSD'};{'XUSD', 'XBTC'};1477384;4a884d279c5bb6acdd46221d12fa20c5877215409c40b81405a1f783a2e34faf
0.00016693;394.152709095;{'XAG'};{'XUSD', 'XAG'};1477393;2dbd8256db01b8661221be39031b5f229a07cb69a94737a0f81c5aa2d52ecf18
0.00021592;6.488955797232;{'XBTC'};{'XUSD', 'XBTC'};1477460;42ae1c5522ff55768edffeb77f38b95bcedf5d42c86db3fe50f7f610d72dd200
0.00021168;490.191522250404;{'XUSD'};{'XUSD', 'XBTC'};1478615;2501ecb7a5ac087fb0376e8de954895eafb3980f54cdcddcdcb423fde8597098
0.00016443;1.249538936376;{'XBTC'};{'XUSD', 'XBTC'};1478940;353e3f467c1ff6f87102c231c79261ca1ced3abe86eed5cb6f554859ba3f7900
0.00021231;51.254468398723;{'XBTC'};{'XUSD', 'XBTC'};1478946;464ad24582245e51b2622898e26490b9d9ffcbffc711100b43d17711e30e8131
0.00016394;0.013172765034;{'XUSD'};{'XUSD', 'XBTC'};1478963;c2c27fc5ba16ad6fe0357ff219b46d2a3f14bb2786a0a03519497905e546c490
0.00016394;35.074889801688;{'XUSD'};{'XUSD', 'XBTC'};1479076;4361034bdd4832a1668b22147aba3e4bb8ddc5c79795f0efde79a49703e4d46f
0.0001645;57.836854860446;{'XBTC'};{'XUSD', 'XBTC'};1479209;8fca191f0f3ff85574de33035ede303f94e34616fe7e5161134d72654273c7e6
